Sl. No,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,15 Apr 2020
2,Agra,Agra,Potato,Desi,FAQ,1240,1400,1310,15 Apr 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,15 Apr 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,1240,1400,1320,15 Apr 2020
5,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,15 Apr 2020
6,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,15 Apr 2020
7,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,15 Apr 2020
1,Agra,Agra,Potato,Desi,FAQ,1220,1400,1300,16 Apr 2020
2,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,16 Apr 2020
3,Agra,Fatehpur Sikri,Potato,Local,FAQ,1260,1400,1345,16 Apr 2020
4,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,16 Apr 2020
5,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,16 Apr 2020
6,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,16 Apr 2020
1,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,17 Apr 2020
2,Agra,Agra,Potato,Desi,FAQ,1250,1400,1325,17 Apr 2020
3,Agra,Fatehpur Sikri,Potato,Local,FAQ,1260,1420,1365,17 Apr 2020
4,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,17 Apr 2020
5,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,17 Apr 2020
6,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,17 Apr 2020
1,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,18 Apr 2020
2,Agra,Agra,Potato,Desi,FAQ,1250,1400,1330,18 Apr 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,18 Apr 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,1260,1400,1325,18 Apr 2020
5,Agra,Jagnair,Potato,Desi,FAQ,1400,1500,1450,18 Apr 2020
6,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,18 Apr 2020
7,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,18 Apr 2020
1,Agra,Achnera,Potato,Desi,FAQ,1220,1320,1270,19 Apr 2020
2,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1430,19 Apr 2020
3,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,19 Apr 2020
4,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,19 Apr 2020
5,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,19 Apr 2020
1,Agra,Achnera,Potato,Desi,FAQ,1200,1320,1260,20 Apr 2020
2,Agra,Fatehabad,Potato,Desi,FAQ,1400,1500,1450,20 Apr 2020
3,Agra,Fatehpur Sikri,Potato,Local,FAQ,1260,1400,1340,20 Apr 2020
4,Agra,Jagnair,Potato,Desi,FAQ,1400,1500,1450,20 Apr 2020
5,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,20 Apr 2020
6,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,20 Apr 2020
7,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,20 Apr 2020
1,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,21 Apr 2020
2,Agra,Fatehpur Sikri,Potato,Local,FAQ,1240,1400,1320,21 Apr 2020
3,Agra,Jagnair,Potato,Desi,FAQ,1400,1450,1425,21 Apr 2020
4,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,21 Apr 2020
5,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,21 Apr 2020
6,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,21 Apr 2020
1,Agra,Achnera,Potato,Desi,FAQ,1280,1340,1310,22 Apr 2020
2,Agra,Fatehpur Sikri,Potato,Local,FAQ,1260,1400,1345,22 Apr 2020
3,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,22 Apr 2020
4,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,22 Apr 2020
5,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,22 Apr 2020
6,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,22 Apr 2020
1,Agra,Achnera,Potato,Desi,FAQ,1300,1400,1350,23 Apr 2020
2,Agra,Agra,Potato,Desi,FAQ,1250,1400,1320,23 Apr 2020
3,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300,1420,1355,23 Apr 2020
4,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,23 Apr 2020
5,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,23 Apr 2020
6,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,23 Apr 2020
1,Agra,Achnera,Potato,Desi,FAQ,1300,1400,1350,24 Apr 2020
2,Agra,Agra,Potato,Desi,FAQ,1250,1400,1325,24 Apr 2020
3,Agra,Fatehpur Sikri,Potato,Local,FAQ,1320,1450,1375,24 Apr 2020
4,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,24 Apr 2020
5,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,24 Apr 2020
6,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,24 Apr 2020
1,Agra,Achnera,Potato,Desi,FAQ,1280,1380,1330,25 Apr 2020
2,Agra,Agra,Potato,Desi,FAQ,1250,1400,1325,25 Apr 2020
3,Agra,Fatehpur Sikri,Potato,Local,FAQ,1320,1450,1390,25 Apr 2020
4,Agra,Jagnair,Potato,Desi,FAQ,950,1050,1000,25 Apr 2020
5,Agra,Khairagarh,Potato,Desi,FAQ,1450,1550,1500,25 Apr 2020
6,Agra,Samsabad,Potato,Local,FAQ,1200,1500,1400,25 Apr 2020
1,Agra,Jagnair,Potato,Desi,FAQ,1400,1440,1420,26 Apr 2020
2,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,26 Apr 2020
3,Agra,Samsabad,Potato,Local,FAQ,1300,1500,1400,26 Apr 2020
1,Agra,Achnera,Potato,Desi,FAQ,1300,1400,1350,27 Apr 2020
2,Agra,Agra,Potato,Desi,FAQ,1280,1400,1330,27 Apr 2020
3,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300,1450,1380,27 Apr 2020
4,Agra,Jagnair,Potato,Desi,FAQ,1400,1440,1420,27 Apr 2020
5,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,27 Apr 2020
6,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,27 Apr 2020
7,Agra,Samsabad,Potato,Local,FAQ,1300,1500,1400,27 Apr 2020
1,Agra,Achnera,Potato,Desi,FAQ,1300,1380,1340,28 Apr 2020
2,Agra,Agra,Potato,Desi,FAQ,1280,1400,1325,28 Apr 2020
3,Agra,Fatehpur Sikri,Potato,Local,FAQ,1320,1460,1380,28 Apr 2020
4,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,28 Apr 2020
5,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,28 Apr 2020
6,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,28 Apr 2020
7,Agra,Samsabad,Potato,Local,FAQ,1000,1400,1400,28 Apr 2020
1,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,29 Apr 2020
2,Agra,Agra,Potato,Desi,FAQ,1250,1400,1330,29 Apr 2020
3,Agra,Fatehpur Sikri,Potato,Local,FAQ,1360,1480,1410,29 Apr 2020
4,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,29 Apr 2020
5,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,29 Apr 2020
6,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,29 Apr 2020
7,Agra,Samsabad,Potato,Local,FAQ,1200,1500,1400,29 Apr 2020
1,Agra,Agra,Potato,Desi,FAQ,1250,1400,1330,30 Apr 2020
2,Agra,Fatehpur Sikri,Potato,Local,FAQ,1350,1460,1400,30 Apr 2020
3,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,30 Apr 2020
4,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,30 Apr 2020
5,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,30 Apr 2020
6,Agra,Samsabad,Potato,Local,FAQ,1200,1400,1400,30 Apr 2020
1,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,01 May 2020
2,Agra,Fatehpur Sikri,Potato,Local,FAQ,1380,1500,1440,01 May 2020
3,Agra,Jarar,Potato,Desi,FAQ,1310,1400,1350,01 May 2020
4,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,01 May 2020
5,Agra,Samsabad,Potato,Local,FAQ,1200,1400,1400,01 May 2020
1,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,02 May 2020
2,Agra,Agra,Potato,Desi,FAQ,1280,1400,1325,02 May 2020
3,Agra,Fatehpur Sikri,Potato,Local,FAQ,1340,1480,1400,02 May 2020
4,Agra,Jagnair,Potato,Desi,FAQ,1250,1350,1300,02 May 2020
5,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,02 May 2020
6,Agra,Samsabad,Potato,Local,FAQ,1200,1400,1400,02 May 2020
1,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,03 May 2020
2,Agra,Jarar,Potato,Desi,FAQ,1310,1400,1360,03 May 2020
3,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,03 May 2020
4,Agra,Samsabad,Potato,Local,FAQ,1300,1500,1400,03 May 2020
1,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,04 May 2020
2,Agra,Agra,Potato,Desi,FAQ,1280,1400,1340,04 May 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,1400,1500,1450,04 May 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300,1450,1385,04 May 2020
5,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,04 May 2020
6,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,04 May 2020
7,Agra,Samsabad,Potato,Local,FAQ,1200,1400,1400,04 May 2020
1,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,05 May 2020
2,Agra,Agra,Potato,Desi,FAQ,1250,1400,1330,05 May 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,1400,1500,1450,05 May 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300,1440,1360,05 May 2020
5,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,05 May 2020
6,Agra,Jarar,Potato,Desi,FAQ,1250,1350,1300,05 May 2020
7,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,05 May 2020
8,Agra,Samsabad,Potato,Local,FAQ,1200,1500,1400,05 May 2020
1,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,06 May 2020
2,Agra,Agra,Potato,Desi,FAQ,1260,1400,1330,06 May 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,1400,1500,1450,06 May 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,1250,1400,1335,06 May 2020
5,Agra,Jagnair,Potato,Desi,FAQ,1400,1500,1450,06 May 2020
6,Agra,Jarar,Potato,Desi,FAQ,1250,1350,1300,06 May 2020
7,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,06 May 2020
8,Agra,Samsabad,Potato,Local,FAQ,1300,1500,1400,06 May 2020
1,Agra,Agra,Potato,Desi,FAQ,1280,1400,1325,07 May 2020
2,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,07 May 2020
3,Agra,Fatehpur Sikri,Potato,Local,FAQ,1340,1480,1400,07 May 2020
4,Agra,Jagnair,Potato,Desi,FAQ,1400,1440,1420,07 May 2020
5,Agra,Jarar,Potato,Desi,FAQ,1250,1350,1300,07 May 2020
6,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,07 May 2020
7,Agra,Samsabad,Potato,Local,FAQ,1300,1500,1400,07 May 2020
1,Agra,Achnera,Potato,Desi,FAQ,1220,1320,1270,08 May 2020
2,Agra,Agra,Potato,Desi,FAQ,1300,1400,1340,08 May 2020
3,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300,1450,1365,08 May 2020
4,Agra,Jagnair,Potato,Desi,FAQ,1400,1500,1450,08 May 2020
5,Agra,Jarar,Potato,Desi,FAQ,1250,1350,1300,08 May 2020
6,Agra,Khairagarh,Potato,Desi,FAQ,1300,1400,1350,08 May 2020
7,Agra,Samsabad,Potato,Local,FAQ,1300,1500,1400,08 May 2020
1,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,09 May 2020
2,Agra,Agra,Potato,Desi,FAQ,1260,1400,1330,09 May 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,09 May 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,1320,1450,1385,09 May 2020
5,Agra,Jagnair,Potato,Desi,FAQ,1400,1480,1440,09 May 2020
6,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,09 May 2020
7,Agra,Samsabad,Potato,Local,FAQ,1200,1500,1400,09 May 2020
1,Agra,Achnera,Potato,Desi,FAQ,1240,1340,1290,10 May 2020
2,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,10 May 2020
3,Agra,Jarar,Potato,Desi,FAQ,1250,1350,1300,10 May 2020
4,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,10 May 2020
5,Agra,Samsabad,Potato,Local,FAQ,1850,1950,1925,10 May 2020
1,Agra,Achnera,Potato,Desi,FAQ,1260,1340,1300,11 May 2020
2,Agra,Agra,Potato,Desi,FAQ,1280,1400,1325,11 May 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,500,600,550,11 May 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300,1420,1350,11 May 2020
5,Agra,Jagnair,Potato,Desi,FAQ,1400,1450,1425,11 May 2020
6,Agra,Jarar,Potato,Desi,FAQ,1250,1350,1300,11 May 2020
7,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,11 May 2020
8,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,11 May 2020
1,Agra,Achnera,Potato,Desi,FAQ,1270,1350,1310,12 May 2020
2,Agra,Agra,Potato,Desi,FAQ,1280,1400,1335,12 May 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,1400,1500,1450,12 May 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,1800,1940,1870,12 May 2020
5,Agra,Jagnair,Potato,Desi,FAQ,1400,1450,1425,12 May 2020
6,Agra,Jarar,Potato,Desi,FAQ,1200,1400,1300,12 May 2020
7,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,12 May 2020
8,Agra,Samsabad,Potato,Local,FAQ,1000,1400,1200,12 May 2020
1,Agra,Achnera,Potato,Desi,FAQ,1270,1370,1320,13 May 2020
2,Agra,Agra,Potato,Desi,FAQ,1250,1400,1330,13 May 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,1400,1500,1450,13 May 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300,1420,1355,13 May 2020
5,Agra,Jagnair,Potato,Desi,FAQ,1400,1500,1450,13 May 2020
6,Agra,Jarar,Potato,Desi,FAQ,1100,1300,1200,13 May 2020
7,Agra,Khairagarh,Potato,Desi,FAQ,1300,1400,1350,13 May 2020
8,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,13 May 2020
1,Agra,Agra,Potato,Desi,FAQ,1250,1400,1330,14 May 2020
2,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,14 May 2020
3,Agra,Fatehpur Sikri,Potato,Local,FAQ,1280,1420,1365,14 May 2020
4,Agra,Jagnair,Potato,Desi,FAQ,1400,1500,1450,14 May 2020
5,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,14 May 2020
6,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,14 May 2020
1,Agra,Achnera,Potato,Desi,FAQ,1280,1380,1320,15 May 2020
2,Agra,Agra,Potato,Desi,FAQ,1260,1390,1325,15 May 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1430,15 May 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,1340,1480,1400,15 May 2020
5,Agra,Jagnair,Potato,Desi,FAQ,1400,1440,1420,15 May 2020
6,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,15 May 2020
7,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,15 May 2020
1,Agra,Achnera,Potato,Desi,FAQ,1330,1390,1360,16 May 2020
2,Agra,Agra,Potato,Desi,FAQ,1260,1400,1330,16 May 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,16 May 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,1350,1480,1415,16 May 2020
5,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,16 May 2020
1,Agra,Achnera,Potato,Desi,FAQ,1200,1280,1240,17 May 2020
2,Agra,Agra,Potato,Desi,FAQ,1280,1400,1340,17 May 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,17 May 2020
4,Agra,Jarar,Potato,Desi,FAQ,1400,1450,1420,17 May 2020
5,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,17 May 2020
6,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1200,17 May 2020
1,Agra,Achnera,Potato,Desi,FAQ,1200,1280,1240,18 May 2020
2,Agra,Agra,Potato,Desi,FAQ,1250,1400,1330,18 May 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,18 May 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,1320,1450,1390,18 May 2020
5,Agra,Jagnair,Potato,Desi,FAQ,1400,1500,1450,18 May 2020
6,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,18 May 2020
7,Agra,Khairagarh,Potato,Desi,FAQ,1200,1300,1250,18 May 2020
8,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,18 May 2020
1,Agra,Achnera,Potato,Desi,FAQ,1200,1260,1230,19 May 2020
2,Agra,Fatehabad,Potato,Desi,FAQ,1400,1500,1450,19 May 2020
3,Agra,Fatehpur Sikri,Potato,Local,FAQ,1340,1460,1400,19 May 2020
4,Agra,Jagnair,Potato,Desi,FAQ,1400,1500,1450,19 May 2020
5,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,19 May 2020
6,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,19 May 2020
7,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1200,19 May 2020
1,Agra,Achnera,Potato,Desi,FAQ,1240,1340,1290,20 May 2020
2,Agra,Agra,Potato,Desi,FAQ,1280,1400,1340,20 May 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,20 May 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,1370,1490,1425,20 May 2020
5,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,20 May 2020
6,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,20 May 2020
7,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,20 May 2020
1,Agra,Agra,Potato,Desi,FAQ,1280,1420,1350,21 May 2020
2,Agra,Fatehabad,Potato,Desi,FAQ,1400,1500,1450,21 May 2020
3,Agra,Fatehpur Sikri,Potato,Local,FAQ,1380,1500,1440,21 May 2020
4,Agra,Jagnair,Potato,Desi,FAQ,1400,1440,1420,21 May 2020
5,Agra,Khairagarh,Potato,Desi,FAQ,1200,1300,1250,21 May 2020
6,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,21 May 2020
1,Agra,Achnera,Potato,Desi,FAQ,1300,1380,1340,22 May 2020
2,Agra,Agra,Potato,Desi,FAQ,1250,1420,1340,22 May 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1420,22 May 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,1000,1090,1045,22 May 2020
5,Agra,Jagnair,Potato,Desi,FAQ,1400,1450,1425,22 May 2020
6,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,22 May 2020
7,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,22 May 2020
8,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,22 May 2020
1,Agra,Achnera,Potato,Desi,FAQ,1300,1390,1345,23 May 2020
2,Agra,Agra,Potato,Desi,FAQ,1280,1400,1345,23 May 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,23 May 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300,1450,1380,23 May 2020
5,Agra,Jagnair,Potato,Desi,FAQ,1400,1440,1420,23 May 2020
6,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,23 May 2020
1,Agra,Achnera,Potato,Desi,FAQ,1300,1360,1330,24 May 2020
2,Agra,Agra,Potato,Desi,FAQ,1250,1400,1330,24 May 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1230,24 May 2020
4,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,24 May 2020
5,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,24 May 2020
6,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,24 May 2020
1,Agra,Achnera,Potato,Desi,FAQ,1300,1380,1340,25 May 2020
2,Agra,Agra,Potato,Desi,FAQ,1250,1450,1340,25 May 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,25 May 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300,1420,1345,25 May 2020
5,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,25 May 2020
6,Agra,Khairagarh,Potato,Desi,FAQ,1200,1300,1250,25 May 2020
1,Agra,Achnera,Potato,Desi,FAQ,1320,1380,1350,26 May 2020
2,Agra,Agra,Potato,Desi,FAQ,1250,1450,1345,26 May 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,26 May 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300,1430,1365,26 May 2020
5,Agra,Jagnair,Potato,Desi,FAQ,1400,1440,1420,26 May 2020
6,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,26 May 2020
7,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,26 May 2020
8,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,26 May 2020
1,Agra,Achnera,Potato,Desi,FAQ,1300,1380,1340,27 May 2020
2,Agra,Agra,Potato,Desi,FAQ,1280,1420,1350,27 May 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,27 May 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300,1420,1375,27 May 2020
5,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,27 May 2020
6,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,27 May 2020
7,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,27 May 2020
1,Agra,Agra,Potato,Desi,FAQ,1250,1450,1340,28 May 2020
2,Agra,Fatehabad,Potato,Desi,FAQ,1200,1280,1250,28 May 2020
3,Agra,Fatehpur Sikri,Potato,Local,FAQ,1340,1480,1400,28 May 2020
4,Agra,Jagnair,Potato,Desi,FAQ,1400,1440,1420,28 May 2020
5,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1200,28 May 2020
1,Agra,Achnera,Potato,Desi,FAQ,1300,1370,1335,29 May 2020
2,Agra,Agra,Potato,Desi,FAQ,1280,1450,1350,29 May 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,29 May 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300,1450,1380,29 May 2020
5,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,29 May 2020
6,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,29 May 2020
7,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,29 May 2020
8,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1200,29 May 2020
1,Agra,Achnera,Potato,Desi,FAQ,1300,1380,1340,30 May 2020
2,Agra,Agra,Potato,Desi,FAQ,1280,1450,1340,30 May 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,30 May 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,1350,1480,1410,30 May 2020
5,Agra,Jagnair,Potato,Desi,FAQ,1380,1460,1420,30 May 2020
6,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,30 May 2020
7,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1200,30 May 2020
1,Agra,Achnera,Potato,Desi,FAQ,1320,1380,1350,31 May 2020
2,Agra,Agra,Potato,Desi,FAQ,1280,1410,1350,31 May 2020
3,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,31 May 2020
4,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,31 May 2020
5,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1200,31 May 2020
1,Agra,Achnera,Potato,Desi,FAQ,1330,1400,1370,01 Jun 2020
2,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,01 Jun 2020
3,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300,1450,1380,01 Jun 2020
4,Agra,Jagnair,Potato,Desi,FAQ,1320,1360,1340,01 Jun 2020
5,Agra,Jarar,Potato,Desi,FAQ,1120,1200,1160,01 Jun 2020
6,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,01 Jun 2020
7,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,01 Jun 2020
1,Agra,Achnera,Potato,Desi,FAQ,1320,1400,1360,02 Jun 2020
2,Agra,Agra,Potato,Desi,FAQ,1250,1400,1335,02 Jun 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,02 Jun 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,1340,1480,1410,02 Jun 2020
5,Agra,Jagnair,Potato,Desi,FAQ,1300,1350,1325,02 Jun 2020
6,Agra,Jarar,Potato,Desi,FAQ,1110,1200,1150,02 Jun 2020
7,Agra,Khairagarh,Potato,Desi,FAQ,1200,1300,1250,02 Jun 2020
8,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,02 Jun 2020
1,Agra,Achnera,Potato,Desi,FAQ,1340,1400,1370,03 Jun 2020
2,Agra,Agra,Potato,Desi,FAQ,1250,1450,1340,03 Jun 2020
3,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,03 Jun 2020
4,Agra,Fatehpur Sikri,Potato,Local,FAQ,1300,1450,1395,03 Jun 2020
5,Agra,Jagnair,Potato,Desi,FAQ,1300,1340,1320,03 Jun 2020
6,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,03 Jun 2020
7,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,03 Jun 2020
8,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1200,03 Jun 2020
1,Agra,Agra,Potato,Desi,FAQ,1250,1420,1345,04 Jun 2020
2,Agra,Fatehabad,Potato,Desi,FAQ,1200,1250,1220,04 Jun 2020
3,Agra,Fatehpur Sikri,Potato,Local,FAQ,1380,1420,1405,04 Jun 2020
4,Agra,Jagnair,Potato,Desi,FAQ,1310,1370,1340,04 Jun 2020
5,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,04 Jun 2020
